"Gene_name" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "GENENAME" "SYMBOL" "Biotype"
"ENSMUSG00000000340" 1.70695881046488 2.57281217458272 2.49341618773203 1.03184225210429 0.302146022186714 0.999977158522585 "dihydrolipoamide branched chain transacylase E2" "Dbt" "protein_coding"
"ENSMUSG00000000486" 2.20297004713282 2.98888267106345 2.30263659276496 1.29802621935859 0.194278325398312 0.999977158522585 "predicted gene 4532" "Gm4532" "protein_coding"
"ENSMUSG00000000486" 2.20297004713282 2.98888267106345 2.30263659276496 1.29802621935859 0.194278325398312 0.999977158522585 "septin 1" "Sept1" "protein_coding"
"ENSMUSG00000000531" 2.24001186215387 3.01610228842447 2.29519052362721 1.31409669801963 0.188813665207536 0.999977158522585 "GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein" "Grasp" "protein_coding"
"ENSMUSG00000000532" 2.46783971125529 2.00278512383539 1.92967720879122 1.03788608514994 0.299323092469566 0.999977158522585 "activin A receptor, type 1B" "Acvr1b" "protein_coding"
"ENSMUSG00000000827" 1.50915041343738 2.35486835528178 2.62960431225594 0.895521940052467 0.370508142794812 0.999977158522585 "tumor protein D52-like 2" "Tpd52l2" "protein_coding"
"ENSMUSG00000000958" 1.24428074931491 3.77749354250856 2.87525517358952 1.31379419023622 0.18891547327432 0.999977158522585 "solute carrier family 7 (cationic amino acid transporter, y+ system), member 7" "Slc7a7" "protein_coding"
"ENSMUSG00000001105" 1.23503269920769 2.00031215129297 2.77128014492519 0.72180077317552 0.470416974035312 0.999977158522585 "intraflagellar transport 20" "Ift20" "protein_coding"
"ENSMUSG00000001366" 1.48135664852355 4.03052794787233 2.69469821242735 1.49572517222315 0.134725287816912 0.999977158522585 "f-box protein 9" "Fbxo9" "protein_coding"
"ENSMUSG00000001376" 2.25964561324444 3.02828932173976 2.31094865609582 1.31040960765257 0.190057305149079 0.999977158522585 "VPS50 EARP/GARPII complex subunit" "Vps50" "protein_coding"
"ENSMUSG00000001403" 1.74622631264602 2.60509796165659 2.48002419812742 1.0504324770797 0.293519320383548 0.999977158522585 "ubiquitin-conjugating enzyme E2C" "Ube2c" "protein_coding"
"ENSMUSG00000002083" 0.967937347925133 3.42020226212756 3.17973837545124 1.07562379613769 0.282095540600127 0.999977158522585 "BCL2 binding component 3" "Bbc3" "protein_coding"
"ENSMUSG00000003154" 1.50099039961412 4.04718698178036 2.6957806402128 1.50130426838472 0.133276881494049 0.999977158522585 "forkhead box J2" "Foxj2" "protein_coding"
"ENSMUSG00000003545" 2.75565684991238 3.34282798385249 2.17791844027366 1.53487289608166 0.124815052402793 0.999977158522585 "FBJ osteosarcoma oncogene B" "Fosb" "protein_coding"
"ENSMUSG00000003680" 1.27430020138883 2.04864810051789 2.9716414863501 0.689399481710068 0.490571909498497 0.999977158522585 "transmembrane protein 179B" "Tmem179b" "protein_coding"
"ENSMUSG00000003680" 1.27430020138883 2.04864810051789 2.9716414863501 0.689399481710068 0.490571909498497 0.999977158522585 "TATA-box binding protein associated factor 6 like" "Taf6l" "protein_coding"
"ENSMUSG00000003721" 1.93587469585027 4.42015796835347 2.48388316337844 1.77953537973236 0.0751520298318285 0.999977158522585 "insulin induced gene 2" "Insig2" "protein_coding"
"ENSMUSG00000003848" 0.770128950897631 3.08107134186182 3.78214365930243 0.814636253777332 0.415280552067079 0.999977158522585 "NIN1/RPN12 binding protein 1 homolog" "Nob1" "protein_coding"
"ENSMUSG00000003868" 0.711227697625923 2.9782076826996 3.8982330656772 0.763989128541812 0.444873721206699 0.999977158522585 "RuvB-like protein 2" "Ruvbl2" "protein_coding"
"ENSMUSG00000004462" 0.711227697625923 2.9782076826996 3.8982330656772 0.763989128541812 0.444873721206699 0.999977158522585 "TBCC domain containing 1" "Tbccd1" "protein_coding"
"ENSMUSG00000004637" 1.23503269920769 2.00031215129297 2.77128014492519 0.72180077317552 0.470416974035312 0.999977158522585 "WW domain-containing oxidoreductase" "Wwox" "protein_coding"
"ENSMUSG00000004843" 1.50099039961412 4.04718698178036 2.6957806402128 1.50130426838472 0.133276881494049 0.999977158522585 "charged multivesicular body protein 2B" "Chmp2b" "protein_coding"
"ENSMUSG00000005069" 1.96366846076409 2.8044101315019 2.37987361018715 1.17838616281869 0.238642691572715 0.999977158522585 "peroxisomal biogenesis factor 5" "Pex5" "protein_coding"
"ENSMUSG00000005161" 0.750495199807062 3.04713064397608 3.50381571942529 0.86966064655817 0.384485884459002 0.999977158522585 "peroxiredoxin 2" "Prdx2" "protein_coding"
"ENSMUSG00000005804" 0.750495199807062 3.04713064397608 3.50381571942529 0.86966064655817 0.384485884459002 0.999977158522585 "biogenesis of lysosomal organelles complex-1, subunit 6, pallidin" "Bloc1s6" "protein_coding"
"ENSMUSG00000005823" 0.967937347925133 3.42020226212756 3.17973837545124 1.07562379613769 0.282095540600127 0.999977158522585 "G protein-coupled receptor 108" "Gpr108" "protein_coding"
"ENSMUSG00000005882" 0.750495199807062 3.04713064397608 3.50381571942529 0.86966064655817 0.384485884459002 0.999977158522585 "ubiquinol-cytochrome c reductase complex assembly factor 1" "Uqcc1" "protein_coding"
"ENSMUSG00000005907" 1.45024916016567 2.2967893674449 2.65650040167877 0.864592140092828 0.387262688059575 0.999977158522585 "peroxisomal biogenesis factor 1" "Pex1" "protein_coding"
"ENSMUSG00000006127" 1.94403470967352 2.79036050577424 2.40133755487055 1.16200260980163 0.245234404836766 0.999977158522585 "inositol polyphosphate 5-phosphatase K" "Inpp5k" "protein_coding"
